id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase,
Europar.550_00125,124,1,Nous,nous,5,y,Nous estimons qu'ils ne peuvent être punis parce qu'ils viennent volontairement en aide au Kosovo.,
Europar.550_00125,124,4,ils,eux,4,y,Nous estimons qu'ils ne peuvent être punis parce qu'ils viennent volontairement en aide au Kosovo.,
Europar.550_00126,125,4,j',moi,5,y,"C'est pourquoi j'attends de tout le monde, Albanais et Serbes, qu'ils laissent les troupes de la KFOR en paix.",
Europar.550_00126,125,19,troupes,troupe,1,y,"C'est pourquoi j'attends de tout le monde, Albanais et Serbes, qu'ils laissent les troupes de la KFOR en paix.",
Europar.550_00127,126,1,J',moi,5,y,J'approuve ce qu'a dit M. Sakellariou : la communauté internationale doit envoyer les forces de police qu'elles a promises.,
Europar.550_00127,126,7,M.,monsieur,3,y,J'approuve ce qu'a dit M. Sakellariou : la communauté internationale doit envoyer les forces de police qu'elles a promises.,
Europar.550_00127,126,11,communauté,communauté,1,y,J'approuve ce qu'a dit M. Sakellariou : la communauté internationale doit envoyer les forces de police qu'elles a promises.,
Europar.550_00128,127,2,tiers,tiers,1,y,"Un tiers de ces policiers sont arrivés, il reste deux tiers pour arriver au compte je crois que nous devons le faire.",
Europar.550_00128,127,5,policiers,policier,1,y,"Un tiers de ces policiers sont arrivés, il reste deux tiers pour arriver au compte je crois que nous devons le faire.",
Europar.550_00128,127,12,tiers,tiers,1,y,"Un tiers de ces policiers sont arrivés, il reste deux tiers pour arriver au compte je crois que nous devons le faire.",
Europar.550_00128,127,18,je,moi,5,y,"Un tiers de ces policiers sont arrivés, il reste deux tiers pour arriver au compte je crois que nous devons le faire.",
Europar.550_00128,127,21,nous,nous,1,y,"Un tiers de ces policiers sont arrivés, il reste deux tiers pour arriver au compte je crois que nous devons le faire.",
Europar.550_00129,128,1,Je,moi,5,y,Je voudrais seulement rappeler qu'il se passe actuellement quelque chose de terrible en Serbie.,
Europar.550_00130,129,1,M.,monsieur,7,y,"M. Seselj, le nationaliste qui est en réalité un criminel de guerre, réprime le peu de liberté de la presse qui restait en Serbie.",
Europar.550_00130,129,11,criminel,criminel,1,y,"M. Seselj, le nationaliste qui est en réalité un criminel de guerre, réprime le peu de liberté de la presse qui restait en Serbie.",
Europar.550_00131,130,1,Nous,nous,1,y,"Nous devons mettre un terme à ses agissements, ou nous n'aurons absolument plus d'informations exactes sur le peuple serbe !",
Europar.550_00131,130,11,nous,nous,1,y,"Nous devons mettre un terme à ses agissements, ou nous n'aurons absolument plus d'informations exactes sur le peuple serbe !",
Europar.550_00132,131,1,Monsieur,monsieur,1,y,"Monsieur le Président, un journaliste accomplit une mission d'information, qui exige la liberté.",
Europar.550_00132,131,6,journaliste,journaliste,5,y,"Monsieur le Président, un journaliste accomplit une mission d'information, qui exige la liberté.",
Europar.550_00132,131,9,mission,mission,74,n,"Monsieur le Président, un journaliste accomplit une mission d'information, qui exige la liberté.",
Europar.550_00133,132,7,otage,otage,1,y,"Or, il est pris en otage et traité comme un prisonnier de guerre.",
Europar.550_00133,132,12,prisonnier,prisonnier,1,y,"Or, il est pris en otage et traité comme un prisonnier de guerre.",
Europar.550_00134,133,2,guerre,guerre,40,n,"La guerre en Tchétchénie, comme toute guerre, est un cortège d'horreurs.",
Europar.550_00134,133,12,cortège,cortège,1,n,"La guerre en Tchétchénie, comme toute guerre, est un cortège d'horreurs.",
Europar.550_00135,134,17,nous,nous,5,y,"Les camps de filtration sont des camps de torture, de viols, de violations : nous le savons aujourd'hui.",
Europar.550_00136,135,4,M.,monsieur,3,y,Que fait donc M. PESC ?,
Europar.550_00137,136,30,invitée,invité,1,y,"La Russie est membre permanent du Conseil de sécurité de l'ONU, membre à part entière du Conseil de l'Europe et de l'OSCE, invitée du G7, cliente du FMI et de la Banque mondiale.",
Europar.550_00137,136,35,cliente,client,11,y,"La Russie est membre permanent du Conseil de sécurité de l'ONU, membre à part entière du Conseil de l'Europe et de l'OSCE, invitée du G7, cliente du FMI et de la Banque mondiale.",
Europar.550_00138,137,3,-nous,nous,1,y,Que faisons-nous ?,
Europar.550_00139,138,1,Je,moi,1,y,"Je ne comprends pas que les instances du pouvoir européen se taisent, laissent faire et, en travaillant avec les Russes comme si de rien n'était, cautionnent ce gouvernement qui fait cette guerre.",
Europar.550_00139,138,7,instances,instance,4,n,"Je ne comprends pas que les instances du pouvoir européen se taisent, laissent faire et, en travaillant avec les Russes comme si de rien n'était, cautionnent ce gouvernement qui fait cette guerre.",
Europar.550_00139,138,23,Russes,russe,1,y,"Je ne comprends pas que les instances du pouvoir européen se taisent, laissent faire et, en travaillant avec les Russes comme si de rien n'était, cautionnent ce gouvernement qui fait cette guerre.",
Europar.550_00139,138,33,gouvernement,gouvernement,1,y,"Je ne comprends pas que les instances du pouvoir européen se taisent, laissent faire et, en travaillant avec les Russes comme si de rien n'était, cautionnent ce gouvernement qui fait cette guerre.",
Europar.550_00140,139,1,Je,moi,5,y,Je vous demande d'intervenir.,
Europar.550_00140,139,2,vous,vous,5,y,Je vous demande d'intervenir.,
Europar.550_00141,140,1,Nous,nous,1,y,Nous admettons que l'activité de pêche figure parmi celles qui est la plus intéressée à encourager le respect du milieu marin.,
Europar.550_00142,141,10,activités,activité,4,n,"Mais il faut tenir compte des nombreuses autres activités qui contribuent à la dégradation de cet environnement marin : la pollution due aux pétroliers et aux autres moyens de transport maritime, l'activité industrielle, la pression de l'activité humaine sur les côtes et bien évidemment, l'activité de pêche incontrôlée.",
Europar.550_00144,143,1,Nous,nous,5,y,Nous estimons qu'il est possible de concilier une politique de pêche basée sur la conservation du milieu marin et les intérêts des communautés de pêcheurs.,
Europar.550_00144,143,10,politique,politique,1,n,Nous estimons qu'il est possible de concilier une politique de pêche basée sur la conservation du milieu marin et les intérêts des communautés de pêcheurs.,
Europar.550_00144,143,23,intérêts,intérêt,10,n,Nous estimons qu'il est possible de concilier une politique de pêche basée sur la conservation du milieu marin et les intérêts des communautés de pêcheurs.,
Europar.550_00144,143,26,communautés,communauté,1,y,Nous estimons qu'il est possible de concilier une politique de pêche basée sur la conservation du milieu marin et les intérêts des communautés de pêcheurs.,
Europar.550_00144,143,28,pêcheurs,pêcheur,1,y,Nous estimons qu'il est possible de concilier une politique de pêche basée sur la conservation du milieu marin et les intérêts des communautés de pêcheurs.,
Europar.550_00145,144,13,fait,fait,4,n,"Mais, pour ce faire, il faut tenir compte du fait qu'il existe une corrélation entre le rendement issu de l'activité de pêche et l'augmentation de l'effort de pêche.",
Europar.550_00146,145,9,cadre,cadre,1,n,"Il faut donc prendre des mesures dans le cadre de la politique commune de pêche et affecter les ressources financières adéquates afin d'assurer le rendement qui s'appuie exclusivement sur l'activité de pêche, plus précisément à des périodes de paralysie ou de réduction de l'activité de pêche.",
Europar.550_00146,145,12,politique,politique,1,n,"Il faut donc prendre des mesures dans le cadre de la politique commune de pêche et affecter les ressources financières adéquates afin d'assurer le rendement qui s'appuie exclusivement sur l'activité de pêche, plus précisément à des périodes de paralysie ou de réduction de l'activité de pêche.",
Europar.550_00147,146,9,nous,nous,1,y,D'où l'importance des propositions que nous présentons dans cet objectif.,
Europar.550_00148,147,1,Je,moi,5,y,"Je voudrais profiter de ce moment pour rappeler la haute qualité et la constance des relations entre le Parlement européen et le Parlement belge qui, grâce à l'engagement majoritaire de nos collègues belges en faveur de la cause européenne, se sont toujours situées bien au-delà des simples relations de bon voisinage qui sont un devoir commun largement partagé.",
Europar.550_00148,147,35,collègues,collègue,1,y,"Je voudrais profiter de ce moment pour rappeler la haute qualité et la constance des relations entre le Parlement européen et le Parlement belge qui, grâce à l'engagement majoritaire de nos collègues belges en faveur de la cause européenne, se sont toujours situées bien au-delà des simples relations de bon voisinage qui sont un devoir commun largement partagé.",
Europar.550_00148,147,56,voisinage,voisinage,1,n,"Je voudrais profiter de ce moment pour rappeler la haute qualité et la constance des relations entre le Parlement européen et le Parlement belge qui, grâce à l'engagement majoritaire de nos collègues belges en faveur de la cause européenne, se sont toujours situées bien au-delà des simples relations de bon voisinage qui sont un devoir commun largement partagé.",
Europar.550_00149,148,32,homme,homme,1,y,"À la veille de la conférence intergouvernementale, et à l'occasion des travaux de la convention chargée de l'élaboration de la Charte européenne des droits de l'homme, nous ne pouvons que souhaiter que les relations entre le Parlement belge et notre institution continuent d'être exemplaires.",
Europar.550_00149,148,34,nous,nous,5,y,"À la veille de la conférence intergouvernementale, et à l'occasion des travaux de la convention chargée de l'élaboration de la Charte européenne des droits de l'homme, nous ne pouvons que souhaiter que les relations entre le Parlement belge et notre institution continuent d'être exemplaires.",
Europar.550_00150,149,1,Nous,nous,1,y,Nous ferons tout ce qui est en notre pouvoir afin que la visite de M. Herman De Croo et de ses deux collègues soit couronnée de succès.,
Europar.550_00150,149,15,M.,monsieur,3,y,Nous ferons tout ce qui est en notre pouvoir afin que la visite de M. Herman De Croo et de ses deux collègues soit couronnée de succès.,
Europar.550_00150,149,18,Croo,Croo,2,n,Nous ferons tout ce qui est en notre pouvoir afin que la visite de M. Herman De Croo et de ses deux collègues soit couronnée de succès.,
Europar.550_00150,149,23,collègues,collègue,1,y,Nous ferons tout ce qui est en notre pouvoir afin que la visite de M. Herman De Croo et de ses deux collègues soit couronnée de succès.,
Europar.550_00151,150,1,Monsieur,monsieur,1,y,"Monsieur le Commissaire, j'ai quelques questions très simples à vous poser qui ne vous demandent chacune qu'une réponse par oui ou par non.",
Europar.550_00151,150,5,j',moi,1,y,"Monsieur le Commissaire, j'ai quelques questions très simples à vous poser qui ne vous demandent chacune qu'une réponse par oui ou par non.",
Europar.550_00151,150,8,questions,question,74,n,"Monsieur le Commissaire, j'ai quelques questions très simples à vous poser qui ne vous demandent chacune qu'une réponse par oui ou par non.",
Europar.550_00151,150,12,vous,vous,1,y,"Monsieur le Commissaire, j'ai quelques questions très simples à vous poser qui ne vous demandent chacune qu'une réponse par oui ou par non.",
Europar.550_00151,150,16,vous,vous,5,y,"Monsieur le Commissaire, j'ai quelques questions très simples à vous poser qui ne vous demandent chacune qu'une réponse par oui ou par non.",
Europar.550_00151,150,18,chacune,chacun,1,n,"Monsieur le Commissaire, j'ai quelques questions très simples à vous poser qui ne vous demandent chacune qu'une réponse par oui ou par non.",
Europar.550_00152,151,2,-vous,vous,5,y,Pouvez-vous garantir que la Commission ne cherchera en aucun cas à utiliser le vote à la majorité qualifiée afin d'imposer des retenues à la source ?,
Europar.550_00152,151,6,Commission,commission,5,y,Pouvez-vous garantir que la Commission ne cherchera en aucun cas à utiliser le vote à la majorité qualifiée afin d'imposer des retenues à la source ?,
Europar.550_00153,152,2,-vous,vous,5,y,"Pouvez-vous donner les mêmes garanties en ce qui concerne la taxe proposée sur les carburants des avions, qui a été débattue au sein d'Écofin cette semaine, et en ce qui concerne l'impôt sur les sociétés au sein de l'Union européenne ?",
Europar.550_00154,153,9,Commission,commission,5,y,Y a-t-il des circonstances dans lesquelles la Commission chercherait à utiliser le vote à la majorité qualifiée pour l'un de ces sujets ?,
Europar.550_00155,154,2,-vous,vous,5,y,Pouvez-vous garantir que la Commission n'utilisera le vote à la majorité qualifiée pour aucun de ces sujets ?,
Europar.550_00155,154,6,Commission,commission,5,y,Pouvez-vous garantir que la Commission n'utilisera le vote à la majorité qualifiée pour aucun de ces sujets ?,
Europar.550_00156,155,1,Monsieur,monsieur,1,y,"Monsieur le Président, je voudrais remercier la Commission pour sa réponse.",
Europar.550_00156,155,5,je,moi,5,y,"Monsieur le Président, je voudrais remercier la Commission pour sa réponse.",
Europar.550_00156,155,9,Commission,commission,5,y,"Monsieur le Président, je voudrais remercier la Commission pour sa réponse.",
Europar.550_00157,156,1,J',moi,1,y,"J'en suis satisfait pour deux raisons, tout d'abord parce que la Commission relie la Charte des droits fondamentaux à la conférence intergouvernementale -et c'est l'objectif politique de ce Parlement dans le rapport de MM. Duff et Voggenhuber-, ensuite parce qu'elle va l'intégrer dans cette campagne.",
Europar.550_00157,156,15,Commission,commission,1,y,"J'en suis satisfait pour deux raisons, tout d'abord parce que la Commission relie la Charte des droits fondamentaux à la conférence intergouvernementale -et c'est l'objectif politique de ce Parlement dans le rapport de MM. Duff et Voggenhuber-, ensuite parce qu'elle va l'intégrer dans cette campagne.",
Europar.550_00157,156,41,MM.,monsieur,3,y,"J'en suis satisfait pour deux raisons, tout d'abord parce que la Commission relie la Charte des droits fondamentaux à la conférence intergouvernementale -et c'est l'objectif politique de ce Parlement dans le rapport de MM. Duff et Voggenhuber-, ensuite parce qu'elle va l'intégrer dans cette campagne.",
Europar.550_00158,157,4,je,moi,1,y,"De plus, je suis très satisfait de la réponse de M. Lamy -il ne pouvait en être autrement étant donné que M. Lamy connaît bien ces sujets- de décentraliser la campagne d'information.",
Europar.550_00158,157,12,M.,monsieur,3,y,"De plus, je suis très satisfait de la réponse de M. Lamy -il ne pouvait en être autrement étant donné que M. Lamy connaît bien ces sujets- de décentraliser la campagne d'information.",
Europar.550_00158,157,24,M.,monsieur,7,y,"De plus, je suis très satisfait de la réponse de M. Lamy -il ne pouvait en être autrement étant donné que M. Lamy connaît bien ces sujets- de décentraliser la campagne d'information.",
Europar.550_00159,158,1,Je,moi,5,y,"Je pense qu'il s'agit d'un objectif important parce que si nous voulons toucher les gens, nous n'avons d'autre choix que d'aller là où ils se trouvent.",
Europar.550_00159,158,14,nous,nous,5,y,"Je pense qu'il s'agit d'un objectif important parce que si nous voulons toucher les gens, nous n'avons d'autre choix que d'aller là où ils se trouvent.",
Europar.550_00159,158,18,gens,gens,1,y,"Je pense qu'il s'agit d'un objectif important parce que si nous voulons toucher les gens, nous n'avons d'autre choix que d'aller là où ils se trouvent.",
Europar.550_00159,158,20,nous,nous,1,y,"Je pense qu'il s'agit d'un objectif important parce que si nous voulons toucher les gens, nous n'avons d'autre choix que d'aller là où ils se trouvent.",
Europar.550_00159,158,31,ils,eux,4,y,"Je pense qu'il s'agit d'un objectif important parce que si nous voulons toucher les gens, nous n'avons d'autre choix que d'aller là où ils se trouvent.",
Europar.550_00161,160,1,Monsieur,monsieur,1,y,"Monsieur le Président, comme en d'autres occasions, comme par le passé, à l'occasion de la conférence intergouvernementale de 1996, il faut offrir à la Commission le soutien de ce Parlement pour assurer le suivi de ces actions d'information.",
Europar.550_00161,160,31,Commission,commission,5,y,"Monsieur le Président, comme en d'autres occasions, comme par le passé, à l'occasion de la conférence intergouvernementale de 1996, il faut offrir à la Commission le soutien de ce Parlement pour assurer le suivi de ces actions d'information.",
Europar.550_00162,161,1,Monsieur,monsieur,1,y,"Monsieur le Président, Madame la Commissaire, Mesdames et Messieurs, je voudrais tout d'abord remercier le rapporteur pour son travail.",
Europar.550_00162,161,7,Commissaire,commissaire,3,y,"Monsieur le Président, Madame la Commissaire, Mesdames et Messieurs, je voudrais tout d'abord remercier le rapporteur pour son travail.",
Europar.550_00162,161,9,Mesdames,monsieur,13,y,"Monsieur le Président, Madame la Commissaire, Mesdames et Messieurs, je voudrais tout d'abord remercier le rapporteur pour son travail.",
Europar.550_00162,161,13,je,moi,5,y,"Monsieur le Président, Madame la Commissaire, Mesdames et Messieurs, je voudrais tout d'abord remercier le rapporteur pour son travail.",
Europar.550_00162,161,20,rapporteur,rapporteur,4,y,"Monsieur le Président, Madame la Commissaire, Mesdames et Messieurs, je voudrais tout d'abord remercier le rapporteur pour son travail.",
Europar.550_00164,163,1,On,on,5,y,"On s'en aperçoit aux nombreuses lettres que nous recevons des organisations environnementales mais aussi du secteur économique, avec à sa tête l'industrie du ciment, bien entendu, mais également beaucoup d'autres secteurs, comme l'industrie de transformation du bois, l'industrie du papier, l'industrie de transformation du métal, etc.",
Europar.550_00164,163,10,nous,nous,1,y,"On s'en aperçoit aux nombreuses lettres que nous recevons des organisations environnementales mais aussi du secteur économique, avec à sa tête l'industrie du ciment, bien entendu, mais également beaucoup d'autres secteurs, comme l'industrie de transformation du bois, l'industrie du papier, l'industrie de transformation du métal, etc.",
Europar.550_00165,164,1,Je,moi,5,y,"Je pense que nous devrions accorder de l'importance aux arguments des deux parties : tant ceux émis par les organisations environnementales que ceux émis par le secteur industriel, car l'industrie n'a pas uniquement argumenté en termes économiques, mais également en termes écologiques.",
Europar.550_00165,164,4,nous,nous,1,y,"Je pense que nous devrions accorder de l'importance aux arguments des deux parties : tant ceux émis par les organisations environnementales que ceux émis par le secteur industriel, car l'industrie n'a pas uniquement argumenté en termes économiques, mais également en termes écologiques.",
Europar.550_00165,164,12,arguments,argument,4,n,"Je pense que nous devrions accorder de l'importance aux arguments des deux parties : tant ceux émis par les organisations environnementales que ceux émis par le secteur industriel, car l'industrie n'a pas uniquement argumenté en termes économiques, mais également en termes écologiques.",
Europar.550_00166,165,1,Nous,nous,1,y,Nous devrions prendre cela au sérieux.,
Europar.550_00168,167,12,propositions,proposition,4,n,C'est ce que mettent à mon avis en lumière quelques propositions d'amendement relatives à la coïncinération qui ont été déposées en commission et qui sont maintenant présentées une nouvelle fois en séance plénière.,
Europar.550_00168,167,24,commission,commission,1,n,C'est ce que mettent à mon avis en lumière quelques propositions d'amendement relatives à la coïncinération qui ont été déposées en commission et qui sont maintenant présentées une nouvelle fois en séance plénière.,
Europar.550_00169,168,2,nous,nous,1,y,"Si nous limitons la coïncinération, cela ne nous garantit pas que nos attentes en matière d'environnement seront satisfaites.",
Europar.550_00169,168,9,nous,nous,1,y,"Si nous limitons la coïncinération, cela ne nous garantit pas que nos attentes en matière d'environnement seront satisfaites.",
Europar.550_00170,169,3,nous,nous,5,y,"Ce que nous voulons surtout, c'est économiser les combustibles fossiles.",
Europar.550_00171,170,7,nous,nous,1,y,"En plaçant mal les haies, nous n'atteindrons pas non plus le bon objectif en matière d'environnement.",
Europar.550_00172,171,8,groupe,groupe,5,y,"C'est la raison pour laquelle notre groupe rejette les propositions d'amendement qui ont à nouveau été introduites par M. Blokland, les verts et d'autres collègues.",
Europar.550_00172,171,21,M.,monsieur,7,y,"C'est la raison pour laquelle notre groupe rejette les propositions d'amendement qui ont à nouveau été introduites par M. Blokland, les verts et d'autres collègues.",
Europar.550_00172,171,29,collègues,collègue,11,y,"C'est la raison pour laquelle notre groupe rejette les propositions d'amendement qui ont à nouveau été introduites par M. Blokland, les verts et d'autres collègues.",
Europar.550_00173,172,1,Je,moi,5,y,"Je pense toutefois que nous pouvons en bonne conscience soutenir certaines propositions d'amendement décidées en commission, afin d'améliorer la position commune.",
Europar.550_00173,172,5,nous,nous,5,y,"Je pense toutefois que nous pouvons en bonne conscience soutenir certaines propositions d'amendement décidées en commission, afin d'améliorer la position commune.",
Europar.550_00173,172,17,commission,commission,1,n,"Je pense toutefois que nous pouvons en bonne conscience soutenir certaines propositions d'amendement décidées en commission, afin d'améliorer la position commune.",
Europar.550_00174,173,1,J',moi,5,y,"J'ai par exemple introduit en commission de l'environnement, de la santé publique et de la politique des consommateurs une proposition concernant les émissions de NOX en cas de coïncinération, proposition qui est bien plus ambitieuse que celles du Conseil.",
Europar.550_00174,173,7,commission,commission,1,n,"J'ai par exemple introduit en commission de l'environnement, de la santé publique et de la politique des consommateurs une proposition concernant les émissions de NOX en cas de coïncinération, proposition qui est bien plus ambitieuse que celles du Conseil.",
Europar.550_00174,173,19,politique,politique,1,n,"J'ai par exemple introduit en commission de l'environnement, de la santé publique et de la politique des consommateurs une proposition concernant les émissions de NOX en cas de coïncinération, proposition qui est bien plus ambitieuse que celles du Conseil.",
Europar.550_00174,173,22,consommateurs,consommateur,1,y,"J'ai par exemple introduit en commission de l'environnement, de la santé publique et de la politique des consommateurs une proposition concernant les émissions de NOX en cas de coïncinération, proposition qui est bien plus ambitieuse que celles du Conseil.",
Europar.550_00174,173,27,émissions,émission,4,n,"J'ai par exemple introduit en commission de l'environnement, de la santé publique et de la politique des consommateurs une proposition concernant les émissions de NOX en cas de coïncinération, proposition qui est bien plus ambitieuse que celles du Conseil.",
Europar.550_00175,174,1,Je,moi,5,y,"Je crois que cette proposition est réaliste, ce que concède également l'industrie concernée avec retenue.",
Europar.550_00176,175,4,nous,nous,1,y,C'est pourquoi nous devrions être un peu plus offensif sur ce point.,
Europar.550_00177,176,1,Je,moi,5,y,"Je crois donc que nous sommes sur la bonne voie, si nous acceptons la majeure partie des propositions décidées en commission, mais en aucun cas une proposition allant au-delà.",
Europar.550_00177,176,5,nous,nous,1,y,"Je crois donc que nous sommes sur la bonne voie, si nous acceptons la majeure partie des propositions décidées en commission, mais en aucun cas une proposition allant au-delà.",
Europar.550_00177,176,13,nous,nous,5,y,"Je crois donc que nous sommes sur la bonne voie, si nous acceptons la majeure partie des propositions décidées en commission, mais en aucun cas une proposition allant au-delà.",
Europar.550_00177,176,23,commission,commission,1,n,"Je crois donc que nous sommes sur la bonne voie, si nous acceptons la majeure partie des propositions décidées en commission, mais en aucun cas une proposition allant au-delà.",
Europar.550_00178,177,1,Monsieur,monsieur,1,y,"Monsieur le Président, au nom du groupe du parti des socialistes européens, je voudrais me réjouir de la proposition de résolution de Mme Malmström.",
Europar.550_00178,177,10,groupe,groupe,1,y,"Monsieur le Président, au nom du groupe du parti des socialistes européens, je voudrais me réjouir de la proposition de résolution de Mme Malmström.",
Europar.550_00178,177,13,parti,parti,1,y,"Monsieur le Président, au nom du groupe du parti des socialistes européens, je voudrais me réjouir de la proposition de résolution de Mme Malmström.",
Europar.550_00178,177,19,je,moi,5,y,"Monsieur le Président, au nom du groupe du parti des socialistes européens, je voudrais me réjouir de la proposition de résolution de Mme Malmström.",
Europar.550_00178,177,21,me,moi,1,y,"Monsieur le Président, au nom du groupe du parti des socialistes européens, je voudrais me réjouir de la proposition de résolution de Mme Malmström.",
Europar.550_00178,177,29,Mme,monsieur,3,y,"Monsieur le Président, au nom du groupe du parti des socialistes européens, je voudrais me réjouir de la proposition de résolution de Mme Malmström.",
Europar.550_00179,178,5,homme,homme,1,y,Les droits de l'homme constituent un sujet qui se prête à des affirmations de principe faciles et générales et qui risque souvent d'être considéré comme une aumône commode et utile.,
Europar.550_00180,179,8,on,on,1,y,"Dans cette résolution, en revanche, on insiste sur l'instabilité des droits de l'homme, sur la nécessité d'adapter sans cesse nos instruments de garantie et nos capacités de réaction aux nouveaux dangers, urgences et besoins.",
Europar.550_00180,179,18,homme,homme,1,y,"Dans cette résolution, en revanche, on insiste sur l'instabilité des droits de l'homme, sur la nécessité d'adapter sans cesse nos instruments de garantie et nos capacités de réaction aux nouveaux dangers, urgences et besoins.",
Europar.550_00181,180,20,homme,homme,1,y,"Un autre mérite de cette résolution est de considérer, de reconsidérer, de réaffirmer les droits de l'homme en tant qu'élément central de l'identité de l'Union européenne, une Union européenne qui soit une communauté de valeurs et dans laquelle les droits de l'homme constituent le centre de gravité de notre effort et de notre raisonnement.",
Europar.550_00181,180,35,Union,union,110,y,"Un autre mérite de cette résolution est de considérer, de reconsidérer, de réaffirmer les droits de l'homme en tant qu'élément central de l'identité de l'Union européenne, une Union européenne qui soit une communauté de valeurs et dans laquelle les droits de l'homme constituent le centre de gravité de notre effort et de notre raisonnement.",
Europar.550_00181,180,40,communauté,communauté,1,n,"Un autre mérite de cette résolution est de considérer, de reconsidérer, de réaffirmer les droits de l'homme en tant qu'élément central de l'identité de l'Union européenne, une Union européenne qui soit une communauté de valeurs et dans laquelle les droits de l'homme constituent le centre de gravité de notre effort et de notre raisonnement.",
Europar.550_00181,180,50,homme,homme,1,y,"Un autre mérite de cette résolution est de considérer, de reconsidérer, de réaffirmer les droits de l'homme en tant qu'élément central de l'identité de l'Union européenne, une Union européenne qui soit une communauté de valeurs et dans laquelle les droits de l'homme constituent le centre de gravité de notre effort et de notre raisonnement.",
Europar.550_00183,182,2,nous,nous,1,y,"Ou nous aurons la capacité d'imposer le respect des droits de l'homme à tous les pays tiers avec lesquels nous tissons des liens économiques et politiques, ou l'Europe des Quinze sera condamnée à rester à l'état de simple convention économique.",
Europar.550_00183,182,15,homme,homme,1,y,"Ou nous aurons la capacité d'imposer le respect des droits de l'homme à tous les pays tiers avec lesquels nous tissons des liens économiques et politiques, ou l'Europe des Quinze sera condamnée à rester à l'état de simple convention économique.",
Europar.550_00183,182,19,pays,pays,4,y,"Ou nous aurons la capacité d'imposer le respect des droits de l'homme à tous les pays tiers avec lesquels nous tissons des liens économiques et politiques, ou l'Europe des Quinze sera condamnée à rester à l'état de simple convention économique.",
Europar.550_00183,182,23,nous,nous,1,y,"Ou nous aurons la capacité d'imposer le respect des droits de l'homme à tous les pays tiers avec lesquels nous tissons des liens économiques et politiques, ou l'Europe des Quinze sera condamnée à rester à l'état de simple convention économique.",
Europar.550_00184,183,1,Monsieur,monsieur,1,y,"Monsieur le Président, je voudrais souligner rapidement deux passages qui partent de la conscience du fait que, souvent, l'Occident n'est pas seulement l'acteur, mais aussi le protagoniste des violations des droits de l'homme.",
Europar.550_00184,183,5,je,moi,5,y,"Monsieur le Président, je voudrais souligner rapidement deux passages qui partent de la conscience du fait que, souvent, l'Occident n'est pas seulement l'acteur, mais aussi le protagoniste des violations des droits de l'homme.",
Europar.550_00184,183,24,Occident,Occident,40,y,"Monsieur le Président, je voudrais souligner rapidement deux passages qui partent de la conscience du fait que, souvent, l'Occident n'est pas seulement l'acteur, mais aussi le protagoniste des violations des droits de l'homme.",
Europar.550_00184,183,30,acteur,acteur,1,y,"Monsieur le Président, je voudrais souligner rapidement deux passages qui partent de la conscience du fait que, souvent, l'Occident n'est pas seulement l'acteur, mais aussi le protagoniste des violations des droits de l'homme.",
Europar.550_00184,183,35,protagoniste,protagoniste,10,y,"Monsieur le Président, je voudrais souligner rapidement deux passages qui partent de la conscience du fait que, souvent, l'Occident n'est pas seulement l'acteur, mais aussi le protagoniste des violations des droits de l'homme.",
Europar.550_00184,183,44,homme,homme,1,y,"Monsieur le Président, je voudrais souligner rapidement deux passages qui partent de la conscience du fait que, souvent, l'Occident n'est pas seulement l'acteur, mais aussi le protagoniste des violations des droits de l'homme.",
Europar.550_00185,184,4,nous,nous,5,y,C'est pourquoi nous pensons qu'il est utile d'insérer dans cette résolution la demande à l'adresse des États membres de favoriser l'annulation de la dette des pays du tiers-monde.,
Europar.550_00185,184,27,annulation,annulation,4,n,C'est pourquoi nous pensons qu'il est utile d'insérer dans cette résolution la demande à l'adresse des États membres de favoriser l'annulation de la dette des pays du tiers-monde.,
Europar.550_00186,185,1,Nous,nous,5,y,Nous croyons que le droit au développement constitue une priorité mondiale et une condition essentielle pour que la politique en matière de droits de l'homme dans ces pays soit réellement praticable.,
Europar.550_00186,185,20,politique,politique,1,n,Nous croyons que le droit au développement constitue une priorité mondiale et une condition essentielle pour que la politique en matière de droits de l'homme dans ces pays soit réellement praticable.,
Europar.550_00186,185,27,homme,homme,1,y,Nous croyons que le droit au développement constitue une priorité mondiale et une condition essentielle pour que la politique en matière de droits de l'homme dans ces pays soit réellement praticable.,
Europar.550_00187,186,15,processus,processus,4,n,"Par sensibilité, il faut en outre envisager les nouveaux droits bafoués que les processus de mondialisation mettent en exergue.",
Europar.550_00188,187,1,Je,moi,5,y,"Je pense aux droits économiques et sociaux, afin d'éviter un avenir fait de quelques privilégiés qui seraient en paix avec leur conscience parce qu'ils se sont battus pour une noble cause comme, par exemple, la suppression de la peine de mort, et de trop nombreuses personnes condamnées à mort par les processus d'exclusion et de marginalisation économique.",
Europar.550_00188,187,53,personnes,personne,1,y,"Je pense aux droits économiques et sociaux, afin d'éviter un avenir fait de quelques privilégiés qui seraient en paix avec leur conscience parce qu'ils se sont battus pour une noble cause comme, par exemple, la suppression de la peine de mort, et de trop nombreuses personnes condamnées à mort par les processus d'exclusion et de marginalisation économique.",
