id_sentence_conll,index_phrase,index_token,form,lemma,score,annotateur1,annotateur2,phrase
frwiki_50.1000_00149,148,1,Il,lui,4,y,y,Il contestera son appartenance supposée à l'extrême droite affirmée par VGE dans son livre et le fera condamner à un franc de dommages et intérêts pour diffamation en 1991.
frwiki_50.1000_00149,148,12,VGE,VGE,2,y,y,Il contestera son appartenance supposée à l'extrême droite affirmée par VGE dans son livre et le fera condamner à un franc de dommages et intérêts pour diffamation en 1991.
frwiki_50.1000_00149,148,22,franc,franc,1,y,y,Il contestera son appartenance supposée à l'extrême droite affirmée par VGE dans son livre et le fera condamner à un franc de dommages et intérêts pour diffamation en 1991.
frwiki_50.1000_00150,149,1,Catégorie,catégorie,1,y,y,Catégorie : Affaire politico-financière française
frwiki_50.1000_00154,153,10,Denis,Denis,2,y,y,"En 1999, dans un soucis d'apaisement, Denis Sassou annonce la reconciliation nationale."
frwiki_50.1000_00154,153,14,reconciliation,reconciliation,4,y,y,"En 1999, dans un soucis d'apaisement, Denis Sassou annonce la reconciliation nationale."
frwiki_50.1000_00155,154,1,Il,lui,4,y,y,Il signe des accords avec la République démocratique du Congo et le HCR pour le retour des réfugiés qui avaient fui la guerre civile en se réfugiant à Kinshasa.
frwiki_50.1000_00155,154,20,réfugiés,réfugié,74,y,y,Il signe des accords avec la République démocratique du Congo et le HCR pour le retour des réfugiés qui avaient fui la guerre civile en se réfugiant à Kinshasa.
frwiki_50.1000_00156,155,5,familles,famille,1,y,y,"Le premier retour de familles (adultes, femmes, enfants) a lieu par la ""traversée du Beach"" (navette fluviale qui effectue les liaisons Brazzaville-Kinshasa), et comprend environ 1500 personnes, sous le contrôle du HCR."
frwiki_50.1000_00156,155,7,adultes,adulte,1,y,y,"Le premier retour de familles (adultes, femmes, enfants) a lieu par la ""traversée du Beach"" (navette fluviale qui effectue les liaisons Brazzaville-Kinshasa), et comprend environ 1500 personnes, sous le contrôle du HCR."
frwiki_50.1000_00156,155,9,femmes,femme,11,y,y,"Le premier retour de familles (adultes, femmes, enfants) a lieu par la ""traversée du Beach"" (navette fluviale qui effectue les liaisons Brazzaville-Kinshasa), et comprend environ 1500 personnes, sous le contrôle du HCR."
frwiki_50.1000_00156,155,11,enfants,enfant,11,y,y,"Le premier retour de familles (adultes, femmes, enfants) a lieu par la ""traversée du Beach"" (navette fluviale qui effectue les liaisons Brazzaville-Kinshasa), et comprend environ 1500 personnes, sous le contrôle du HCR."
frwiki_50.1000_00156,155,24,navette,navette,74,y,y,"Le premier retour de familles (adultes, femmes, enfants) a lieu par la ""traversée du Beach"" (navette fluviale qui effectue les liaisons Brazzaville-Kinshasa), et comprend environ 1500 personnes, sous le contrôle du HCR."
frwiki_50.1000_00156,155,37,personnes,personne,1,y,y,"Le premier retour de familles (adultes, femmes, enfants) a lieu par la ""traversée du Beach"" (navette fluviale qui effectue les liaisons Brazzaville-Kinshasa), et comprend environ 1500 personnes, sous le contrôle du HCR."
frwiki_50.1000_00157,156,2,personnes,personne,1,y,y,"Ces personnes sont interpellées dès leur arrivée à Brazzaville, acheminées par convois dans des camps ou vers la Présidence selon les sources."
frwiki_50.1000_00157,156,13,convois,convoi,1,y,y,"Ces personnes sont interpellées dès leur arrivée à Brazzaville, acheminées par convois dans des camps ou vers la Présidence selon les sources."
frwiki_50.1000_00159,158,2,rumeurs,rumeur,4,y,y,"Certaines rumeurs parlent de personnes entassées vivantes dans des containers, qui auraient été soudés et jetés dans le fleuve."
frwiki_50.1000_00159,158,5,personnes,personne,1,y,y,"Certaines rumeurs parlent de personnes entassées vivantes dans des containers, qui auraient été soudés et jetés dans le fleuve."
frwiki_50.1000_00160,159,2,personnes,personne,5,y,y,"Quelques personnes pourront échapper à ce destin tragique, et viendront témoigner."
frwiki_50.1000_00161,160,1,On,on,5,y,y,On parle entre autre d'un métis qui dès son arrivée à Brazzaville a été autorisé à sortir de la file d'attente.
frwiki_50.1000_00161,160,4,autre,autre,1,y,y,On parle entre autre d'un métis qui dès son arrivée à Brazzaville a été autorisé à sortir de la file d'attente.
frwiki_50.1000_00164,163,3,familles,famille,5,y,y,Seules quelques familles oseront porter plainte pour la disparition de 353 personnes.
frwiki_50.1000_00164,163,12,personnes,personne,1,y,y,Seules quelques familles oseront porter plainte pour la disparition de 353 personnes.
frwiki_50.1000_00166,165,9,responsables,responsable,1,y,y,"Du côté du pouvoir, plusieurs responsables seront soutenu par des avocats congolais, mais aussi le Français Maître Vergès."
frwiki_50.1000_00166,165,14,avocats,avocat,1,y,y,"Du côté du pouvoir, plusieurs responsables seront soutenu par des avocats congolais, mais aussi le Français Maître Vergès."
frwiki_50.1000_00166,165,20,Français,français,10,y,y,"Du côté du pouvoir, plusieurs responsables seront soutenu par des avocats congolais, mais aussi le Français Maître Vergès."
frwiki_50.1000_00166,165,21,Maître,Maître,2,y,y,"Du côté du pouvoir, plusieurs responsables seront soutenu par des avocats congolais, mais aussi le Français Maître Vergès."
frwiki_50.1000_00166,165,22,Vergès,Vergès,2,y,y,"Du côté du pouvoir, plusieurs responsables seront soutenu par des avocats congolais, mais aussi le Français Maître Vergès."
frwiki_50.1000_00168,167,8,militaires,militaire,1,y,y,"Quelques heures avant le verdict, les militaires menacent, dans le cas où leur hiérarchie serait condamnée, de faire une descente et des exactions dans le quartier de Poto-Poto."
frwiki_50.1000_00169,168,2,verdict,verdict,4,y,y,"Le verdict reconnaîtra coupables plusieurs dirigeants, accompagné de différentes condamnations."
frwiki_50.1000_00169,168,6,dirigeants,dirigeant,1,y,y,"Le verdict reconnaîtra coupables plusieurs dirigeants, accompagné de différentes condamnations."
frwiki_50.1000_00170,169,4,responsables,responsable,1,y,y,"Cependant, ces responsables, vu leurs fonctions au sein du gouvernement, seront dispensés de peine, et reprendront leur activité normale, en toute quiétude."
frwiki_50.1000_00170,169,14,gouvernement,gouvernement,1,y,y,"Cependant, ces responsables, vu leurs fonctions au sein du gouvernement, seront dispensés de peine, et reprendront leur activité normale, en toute quiétude."
frwiki_50.1000_00172,171,2,plaintes,plainte,4,y,y,Les plaintes déposées en France se heurtent à des difficultés.
frwiki_50.1000_00173,172,8,cour,cour,4,y,y,"Cependant, le 10 Janvier 2007 la cour de Cassation française a en effet ordonné la poursuite de l'instruction annulée en 2004 par la Cour d'appel de Paris pour vice de forme."
frwiki_50.1000_00173,172,26,Cour,cour,4,y,y,"Cependant, le 10 Janvier 2007 la cour de Cassation française a en effet ordonné la poursuite de l'instruction annulée en 2004 par la Cour d'appel de Paris pour vice de forme."
frwiki_50.1000_00174,173,1,Catégories,catégorie,1,y,y,Catégories : Wikipédia : ébauche République du Congo.
frwiki_50.1000_00178,177,22,sorcières,sorcière,1,y,y,"L'affaire des démons de Loudun, aussi appelée affaire des possédées de Loudun est une chasse aux sorcières lancé par le cardinal de Richelieu dans les années 1630, contre le prêtre catholique Urbain Grandier, de la ville de Loudun, en France."
frwiki_50.1000_00178,177,26,cardinal,cardinal,6,y,y,"L'affaire des démons de Loudun, aussi appelée affaire des possédées de Loudun est une chasse aux sorcières lancé par le cardinal de Richelieu dans les années 1630, contre le prêtre catholique Urbain Grandier, de la ville de Loudun, en France."
frwiki_50.1000_00178,177,28,Richelieu,Richelieu,2,y,y,"L'affaire des démons de Loudun, aussi appelée affaire des possédées de Loudun est une chasse aux sorcières lancé par le cardinal de Richelieu dans les années 1630, contre le prêtre catholique Urbain Grandier, de la ville de Loudun, en France."
frwiki_50.1000_00178,177,36,prêtre,prêtre,1,y,y,"L'affaire des démons de Loudun, aussi appelée affaire des possédées de Loudun est une chasse aux sorcières lancé par le cardinal de Richelieu dans les années 1630, contre le prêtre catholique Urbain Grandier, de la ville de Loudun, en France."
frwiki_50.1000_00178,177,38,Urbain,Urbain,2,y,y,"L'affaire des démons de Loudun, aussi appelée affaire des possédées de Loudun est une chasse aux sorcières lancé par le cardinal de Richelieu dans les années 1630, contre le prêtre catholique Urbain Grandier, de la ville de Loudun, en France."
frwiki_50.1000_00180,179,20,curé,curé,5,y,y,"En 1634, dans un couvent d'Ursulines à Loudun, les soeurs affirmèrent avoir été ensorcelées par le curé Urbain Grandier."
frwiki_50.1000_00180,179,21,Urbain,Urbain,2,y,y,"En 1634, dans un couvent d'Ursulines à Loudun, les soeurs affirmèrent avoir été ensorcelées par le curé Urbain Grandier."
frwiki_50.1000_00181,180,2,dernier,dernier,4,y,y,Ce dernier avait publié un pamphlet violent contre Richelieu et s'opposait fermement à la destruction des murailles de la ville.
frwiki_50.1000_00181,180,9,Richelieu,Richelieu,2,y,y,Ce dernier avait publié un pamphlet violent contre Richelieu et s'opposait fermement à la destruction des murailles de la ville.
frwiki_50.1000_00182,181,11,Richelieu,Richelieu,2,y,y,"Un procès en sorcellerie fut instruit sur la demande de Richelieu, on procéda à de nombreux exorcismes sur les soeurs, et Urbain Grandier fut condamné à mort, torturé et brûlé."
frwiki_50.1000_00182,181,13,on,on,1,y,y,"Un procès en sorcellerie fut instruit sur la demande de Richelieu, on procéda à de nombreux exorcismes sur les soeurs, et Urbain Grandier fut condamné à mort, torturé et brûlé."
frwiki_50.1000_00182,181,24,Urbain,Urbain,2,y,y,"Un procès en sorcellerie fut instruit sur la demande de Richelieu, on procéda à de nombreux exorcismes sur les soeurs, et Urbain Grandier fut condamné à mort, torturé et brûlé."
frwiki_50.1000_00185,184,17,Aldous,Aldous,2,y,y,"- Les diables de Loudun (The devils of Loudun) (1952), de Aldous Huxley"
frwiki_50.1000_00186,185,8,Michel,Michel,2,y,y,"- La possession de Loudun, de Michel de Certeau (1970) réédité en 2005 par les éditions Gallimard dans la collection Folio Histoire"
frwiki_50.1000_00186,185,10,Certeau,Certeau,2,y,y,"- La possession de Loudun, de Michel de Certeau (1970) réédité en 2005 par les éditions Gallimard dans la collection Folio Histoire"
frwiki_50.1000_00186,185,19,éditions,édition,4,y,y,"- La possession de Loudun, de Michel de Certeau (1970) réédité en 2005 par les éditions Gallimard dans la collection Folio Histoire"
frwiki_50.1000_00188,187,13,Ken,Ken,2,y,y,"- Les Diables (The devils) (1971), de Ken Russell"
frwiki_50.1000_00189,188,11,Gérard,Gérard,2,y,y,"- Les mystères de Loudun (1976), de Gérard Vergez, [1]"
frwiki_50.1000_00191,190,8,Krzysztof,Krzysztof,2,y,y,"- The devils of Loudun, de Krzysztof Penderecki"
frwiki_50.1000_00193,192,2,Sorcière,sorcière,1,y,y,- Sorcière
frwiki_50.1000_00196,195,1,Catégories,catégorie,1,y,y,Catégories : Wikipédia : ébauche histoire de France
frwiki_50.1000_00200,199,28,juge,juge,5,y,y,"L'affaire des emplois fictifs de la Mairie de Paris, ou ""affaire des emplois fictifs du RPR"", instruite par le juge Patrick Desmure, concerne sept employés permanents du RPR, dont le salaire a été payé par la mairie de Paris."
frwiki_50.1000_00200,199,29,Patrick,Patrick,2,y,y,"L'affaire des emplois fictifs de la Mairie de Paris, ou ""affaire des emplois fictifs du RPR"", instruite par le juge Patrick Desmure, concerne sept employés permanents du RPR, dont le salaire a été payé par la mairie de Paris."
frwiki_50.1000_00200,199,34,employés,employé,5,y,y,"L'affaire des emplois fictifs de la Mairie de Paris, ou ""affaire des emplois fictifs du RPR"", instruite par le juge Patrick Desmure, concerne sept employés permanents du RPR, dont le salaire a été payé par la mairie de Paris."
frwiki_50.1000_00200,199,48,mairie,mairie,4,y,y,"L'affaire des emplois fictifs de la Mairie de Paris, ou ""affaire des emplois fictifs du RPR"", instruite par le juge Patrick Desmure, concerne sept employés permanents du RPR, dont le salaire a été payé par la mairie de Paris."
frwiki_50.1000_00201,200,2,RPR,RPR,40,y,y,"Le RPR était un parti politique créé par Jacques Chirac, et dont il était à l'époque le président, en même temps qu'il exerçait la fonction de maire de Paris."
frwiki_50.1000_00201,200,5,parti,parti,1,y,y,"Le RPR était un parti politique créé par Jacques Chirac, et dont il était à l'époque le président, en même temps qu'il exerçait la fonction de maire de Paris."
frwiki_50.1000_00201,200,9,Jacques,Jacques,2,y,y,"Le RPR était un parti politique créé par Jacques Chirac, et dont il était à l'époque le président, en même temps qu'il exerçait la fonction de maire de Paris."
frwiki_50.1000_00201,200,14,il,lui,40,y,y,"Le RPR était un parti politique créé par Jacques Chirac, et dont il était à l'époque le président, en même temps qu'il exerçait la fonction de maire de Paris."
frwiki_50.1000_00201,200,20,président,président,1,y,y,"Le RPR était un parti politique créé par Jacques Chirac, et dont il était à l'époque le président, en même temps qu'il exerçait la fonction de maire de Paris."
frwiki_50.1000_00201,200,31,maire,maire,1,y,y,"Le RPR était un parti politique créé par Jacques Chirac, et dont il était à l'époque le président, en même temps qu'il exerçait la fonction de maire de Paris."
frwiki_50.1000_00202,201,1,Alain,Alain,2,y,y,Alain Juppé est jugé pour sa responsabilité dans cette affaire comme supérieur hiérarchique et complice.
frwiki_50.1000_00202,201,12,supérieur,supérieur,1,y,y,Alain Juppé est jugé pour sa responsabilité dans cette affaire comme supérieur hiérarchique et complice.
frwiki_50.1000_00202,201,15,complice,complice,11,y,y,Alain Juppé est jugé pour sa responsabilité dans cette affaire comme supérieur hiérarchique et complice.
frwiki_50.1000_00203,202,13,organisateur,organisateur,1,y,y,Les poursuites ne font pas référence à son rôle comme instigateur ou organisateur.
frwiki_50.1000_00204,203,5,Président,président,3,y,y,"Les poursuites contre le Président Jacques Chirac, à l'époque maire de Paris, ont été suspendues en raison de sa qualité de Président de la République."
frwiki_50.1000_00204,203,6,Jacques,Jacques,2,y,y,"Les poursuites contre le Président Jacques Chirac, à l'époque maire de Paris, ont été suspendues en raison de sa qualité de Président de la République."
frwiki_50.1000_00204,203,12,maire,maire,1,y,y,"Les poursuites contre le Président Jacques Chirac, à l'époque maire de Paris, ont été suspendues en raison de sa qualité de Président de la République."
frwiki_50.1000_00204,203,25,Président,président,3,y,y,"Les poursuites contre le Président Jacques Chirac, à l'époque maire de Paris, ont été suspendues en raison de sa qualité de Président de la République."
frwiki_50.1000_00204,203,28,République,république,2,y,y,"Les poursuites contre le Président Jacques Chirac, à l'époque maire de Paris, ont été suspendues en raison de sa qualité de Président de la République."
frwiki_50.1000_00205,204,17,Jacques,Jacques,80,y,y,"L'instruction a révélé l'existence d'une lettre datée de décembre 1993 et signée par Jacques Chirac, qui demande à son administration d'accorder une promotion à une employée municipale, Madeleine Farrad, qui, bien que rémunérée par la ville, travaille en fait au siège du RPR."
frwiki_50.1000_00205,204,24,administration,administration,4,y,y,"L'instruction a révélé l'existence d'une lettre datée de décembre 1993 et signée par Jacques Chirac, qui demande à son administration d'accorder une promotion à une employée municipale, Madeleine Farrad, qui, bien que rémunérée par la ville, travaille en fait au siège du RPR."
frwiki_50.1000_00205,204,31,employée,employé,79,y,y,"L'instruction a révélé l'existence d'une lettre datée de décembre 1993 et signée par Jacques Chirac, qui demande à son administration d'accorder une promotion à une employée municipale, Madeleine Farrad, qui, bien que rémunérée par la ville, travaille en fait au siège du RPR."
frwiki_50.1000_00205,204,34,Madeleine,Madeleine,2,y,y,"L'instruction a révélé l'existence d'une lettre datée de décembre 1993 et signée par Jacques Chirac, qui demande à son administration d'accorder une promotion à une employée municipale, Madeleine Farrad, qui, bien que rémunérée par la ville, travaille en fait au siège du RPR."
frwiki_50.1000_00205,204,44,ville,ville,4,y,y,"L'instruction a révélé l'existence d'une lettre datée de décembre 1993 et signée par Jacques Chirac, qui demande à son administration d'accorder une promotion à une employée municipale, Madeleine Farrad, qui, bien que rémunérée par la ville, travaille en fait au siège du RPR."
frwiki_50.1000_00206,205,17,Yves,Yves,2,y,y,"Dans une ordonnance rendue en avril 1999, le Procureur de la République de Nanterre, Yves Bot, explique que cette lettre fait peser à l'encontre de Jacques Chirac de fortes présomptions sur sa participation ""aux faits de prise illégale d'intérêt et de recel d'abus de biens sociaux""."
frwiki_50.1000_00206,205,30,Jacques,Jacques,2,y,y,"Dans une ordonnance rendue en avril 1999, le Procureur de la République de Nanterre, Yves Bot, explique que cette lettre fait peser à l'encontre de Jacques Chirac de fortes présomptions sur sa participation ""aux faits de prise illégale d'intérêt et de recel d'abus de biens sociaux""."
frwiki_50.1000_00207,206,2,juge,juge,5,y,y,Le juge Desmure se déclare alors incompétent pour instruire des faits visant le chef de l'État.
frwiki_50.1000_00207,206,14,chef,chef,1,y,y,Le juge Desmure se déclare alors incompétent pour instruire des faits visant le chef de l'État.
frwiki_50.1000_00208,207,2,procureur,procureur,4,y,y,"Le procureur général à la Cour de cassation Jean-François Burgelin, par ailleurs proche du Chef de l'État, décide fin août que la juridiction ne se penchera pas sur ce dossier délicat."
frwiki_50.1000_00208,207,9,Jean-François,Jean-François,2,y,y,"Le procureur général à la Cour de cassation Jean-François Burgelin, par ailleurs proche du Chef de l'État, décide fin août que la juridiction ne se penchera pas sur ce dossier délicat."
frwiki_50.1000_00208,207,17,Chef,chef,1,y,y,"Le procureur général à la Cour de cassation Jean-François Burgelin, par ailleurs proche du Chef de l'État, décide fin août que la juridiction ne se penchera pas sur ce dossier délicat."
frwiki_50.1000_00209,208,9,police,police,4,y,y,"Dans un rapport de mars 1999, la police a estimé qu'au total, les salaires versés par la ville de Paris au RPR concernant les emplois fictifs avoisinent 30 millions de francs."
frwiki_50.1000_00209,208,30,emplois,emploi,4,y,y,"Dans un rapport de mars 1999, la police a estimé qu'au total, les salaires versés par la ville de Paris au RPR concernant les emplois fictifs avoisinent 30 millions de francs."
frwiki_50.1000_00209,208,36,francs,franc,1,y,y,"Dans un rapport de mars 1999, la police a estimé qu'au total, les salaires versés par la ville de Paris au RPR concernant les emplois fictifs avoisinent 30 millions de francs."
frwiki_50.1000_00210,209,13,collaborateurs,collaborateur,1,y,y,"Depuis, la législation a été modifiée, et l'emploi de collaborateurs directs par les maires a été retiré des champs de contrôle par la loi, ce qui signifie en pratique que les emplois à tous types d'activités, y compris politiques, au profit d'un maire sont désormais légaux."
frwiki_50.1000_00210,209,17,maires,maire,1,y,y,"Depuis, la législation a été modifiée, et l'emploi de collaborateurs directs par les maires a été retiré des champs de contrôle par la loi, ce qui signifie en pratique que les emplois à tous types d'activités, y compris politiques, au profit d'un maire sont désormais légaux."
frwiki_50.1000_00210,209,28,loi,loi,4,y,y,"Depuis, la législation a été modifiée, et l'emploi de collaborateurs directs par les maires a été retiré des champs de contrôle par la loi, ce qui signifie en pratique que les emplois à tous types d'activités, y compris politiques, au profit d'un maire sont désormais légaux."
frwiki_50.1000_00210,209,53,maire,maire,1,y,y,"Depuis, la législation a été modifiée, et l'emploi de collaborateurs directs par les maires a été retiré des champs de contrôle par la loi, ce qui signifie en pratique que les emplois à tous types d'activités, y compris politiques, au profit d'un maire sont désormais légaux."
frwiki_50.1000_00213,212,8,tribunal,tribunal,4,y,y,- Vendredi 30 janvier 2004 : le tribunal correctionnel de Nanterre a prononcé un jugement de culpabilité pour les protagonistes.
frwiki_50.1000_00214,213,3,ce,ce,74,y,y,Appel interjeté ce qui suspend son application.
frwiki_50.1000_00215,214,8,président,président,1,y,y,- Dimanche 1er février 2004 : Le président Jacques Chirac demande la création d'une commission d'enquête sur les effractions et les pressions dont auraient eu à subir les magistrats de Nanterre ayant eu à suivre le dossier de l'Affaire des emplois fictifs de la mairie de Paris dans lequel est impliqué Alain Juppé.
frwiki_50.1000_00215,214,9,Jacques,Jacques,2,y,y,- Dimanche 1er février 2004 : Le président Jacques Chirac demande la création d'une commission d'enquête sur les effractions et les pressions dont auraient eu à subir les magistrats de Nanterre ayant eu à suivre le dossier de l'Affaire des emplois fictifs de la mairie de Paris dans lequel est impliqué Alain Juppé.
frwiki_50.1000_00215,214,16,commission,commission,1,y,y,- Dimanche 1er février 2004 : Le président Jacques Chirac demande la création d'une commission d'enquête sur les effractions et les pressions dont auraient eu à subir les magistrats de Nanterre ayant eu à suivre le dossier de l'Affaire des emplois fictifs de la mairie de Paris dans lequel est impliqué Alain Juppé.
frwiki_50.1000_00215,214,31,magistrats,magistrat,1,y,y,- Dimanche 1er février 2004 : Le président Jacques Chirac demande la création d'une commission d'enquête sur les effractions et les pressions dont auraient eu à subir les magistrats de Nanterre ayant eu à suivre le dossier de l'Affaire des emplois fictifs de la mairie de Paris dans lequel est impliqué Alain Juppé.
frwiki_50.1000_00215,214,56,Alain,Alain,2,y,y,- Dimanche 1er février 2004 : Le président Jacques Chirac demande la création d'une commission d'enquête sur les effractions et les pressions dont auraient eu à subir les magistrats de Nanterre ayant eu à suivre le dossier de l'Affaire des emplois fictifs de la mairie de Paris dans lequel est impliqué Alain Juppé.
frwiki_50.1000_00222,221,1,Catégories,catégorie,1,y,y,Catégories : Financement illégal du RPR.
frwiki_50.1000_00226,225,14,maire,maire,1,y,y,L'affaire des faux chargés de mission du cabinet du maire de Paris est une affaire d'emplois fictifs connexe aux différentes affaires politico-financières de la ville de Paris et du financement illégal du RPR.
frwiki_50.1000_00227,226,3,directeurs,directeur,1,y,y,"Les anciens directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 (Michel Roussin, Robert Pandraud et Daniel Naftalski) sont poursuivis pour une vingtaine d'emplois fictifs rémunérés par la mairie de Paris."
frwiki_50.1000_00227,226,7,Jacques,Jacques,2,y,y,"Les anciens directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 (Michel Roussin, Robert Pandraud et Daniel Naftalski) sont poursuivis pour une vingtaine d'emplois fictifs rémunérés par la mairie de Paris."
frwiki_50.1000_00227,226,19,Michel,Michel,2,y,y,"Les anciens directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 (Michel Roussin, Robert Pandraud et Daniel Naftalski) sont poursuivis pour une vingtaine d'emplois fictifs rémunérés par la mairie de Paris."
frwiki_50.1000_00227,226,22,Robert,Robert,12,y,y,"Les anciens directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 (Michel Roussin, Robert Pandraud et Daniel Naftalski) sont poursuivis pour une vingtaine d'emplois fictifs rémunérés par la mairie de Paris."
frwiki_50.1000_00227,226,25,Daniel,Daniel,12,y,y,"Les anciens directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 (Michel Roussin, Robert Pandraud et Daniel Naftalski) sont poursuivis pour une vingtaine d'emplois fictifs rémunérés par la mairie de Paris."
frwiki_50.1000_00227,226,39,mairie,mairie,4,y,y,"Les anciens directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 (Michel Roussin, Robert Pandraud et Daniel Naftalski) sont poursuivis pour une vingtaine d'emplois fictifs rémunérés par la mairie de Paris."
frwiki_50.1000_00228,227,3,bénéficiaires,bénéficiaire,1,y,y,"Parmi les bénéficiaires, Michel Aurillac (ancien ministre RPR de la Coopération), François Debré (frère du président du Conseil constitutionnel Jean-Louis Debré) ou encore le chauffeur de Marc Blondel, l'ancien secrétaire général de Force ouvrière (FO)."
frwiki_50.1000_00228,227,5,Michel,Michel,2,y,y,"Parmi les bénéficiaires, Michel Aurillac (ancien ministre RPR de la Coopération), François Debré (frère du président du Conseil constitutionnel Jean-Louis Debré) ou encore le chauffeur de Marc Blondel, l'ancien secrétaire général de Force ouvrière (FO)."
frwiki_50.1000_00228,227,9,ministre,ministre,1,y,y,"Parmi les bénéficiaires, Michel Aurillac (ancien ministre RPR de la Coopération), François Debré (frère du président du Conseil constitutionnel Jean-Louis Debré) ou encore le chauffeur de Marc Blondel, l'ancien secrétaire général de Force ouvrière (FO)."
frwiki_50.1000_00228,227,16,François,François,12,y,y,"Parmi les bénéficiaires, Michel Aurillac (ancien ministre RPR de la Coopération), François Debré (frère du président du Conseil constitutionnel Jean-Louis Debré) ou encore le chauffeur de Marc Blondel, l'ancien secrétaire général de Force ouvrière (FO)."
frwiki_50.1000_00228,227,19,frère,frère,1,y,y,"Parmi les bénéficiaires, Michel Aurillac (ancien ministre RPR de la Coopération), François Debré (frère du président du Conseil constitutionnel Jean-Louis Debré) ou encore le chauffeur de Marc Blondel, l'ancien secrétaire général de Force ouvrière (FO)."
frwiki_50.1000_00228,227,22,président,président,1,y,y,"Parmi les bénéficiaires, Michel Aurillac (ancien ministre RPR de la Coopération), François Debré (frère du président du Conseil constitutionnel Jean-Louis Debré) ou encore le chauffeur de Marc Blondel, l'ancien secrétaire général de Force ouvrière (FO)."
frwiki_50.1000_00228,227,27,Jean-Louis,Jean-Louis,2,y,y,"Parmi les bénéficiaires, Michel Aurillac (ancien ministre RPR de la Coopération), François Debré (frère du président du Conseil constitutionnel Jean-Louis Debré) ou encore le chauffeur de Marc Blondel, l'ancien secrétaire général de Force ouvrière (FO)."
frwiki_50.1000_00228,227,33,chauffeur,chauffeur,11,y,y,"Parmi les bénéficiaires, Michel Aurillac (ancien ministre RPR de la Coopération), François Debré (frère du président du Conseil constitutionnel Jean-Louis Debré) ou encore le chauffeur de Marc Blondel, l'ancien secrétaire général de Force ouvrière (FO)."
frwiki_50.1000_00228,227,35,Marc,Marc,2,y,y,"Parmi les bénéficiaires, Michel Aurillac (ancien ministre RPR de la Coopération), François Debré (frère du président du Conseil constitutionnel Jean-Louis Debré) ou encore le chauffeur de Marc Blondel, l'ancien secrétaire général de Force ouvrière (FO)."
frwiki_50.1000_00228,227,40,secrétaire,secrétaire,1,y,y,"Parmi les bénéficiaires, Michel Aurillac (ancien ministre RPR de la Coopération), François Debré (frère du président du Conseil constitutionnel Jean-Louis Debré) ou encore le chauffeur de Marc Blondel, l'ancien secrétaire général de Force ouvrière (FO)."
frwiki_50.1000_00228,227,43,Force,force,2,y,y,"Parmi les bénéficiaires, Michel Aurillac (ancien ministre RPR de la Coopération), François Debré (frère du président du Conseil constitutionnel Jean-Louis Debré) ou encore le chauffeur de Marc Blondel, l'ancien secrétaire général de Force ouvrière (FO)."
frwiki_50.1000_00229,228,22,Alain,Alain,2,y,y,Cette affaire est distincte de l'affaire des emplois fictifs du RPR qui a abouti à la condamnation d'Alain Juppé.
frwiki_50.1000_00231,230,6,chambre,chambre,4,y,y,"En février 2007, la chambre de l'instruction du tribunal de Paris a validé la mise en examen des directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 : Michel Roussin, qui s'est pourvu en cassation, Robert Pandraud et Daniel Naftalski."
frwiki_50.1000_00231,230,23,directeurs,directeur,1,y,y,"En février 2007, la chambre de l'instruction du tribunal de Paris a validé la mise en examen des directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 : Michel Roussin, qui s'est pourvu en cassation, Robert Pandraud et Daniel Naftalski."
frwiki_50.1000_00231,230,27,Jacques,Jacques,2,y,y,"En février 2007, la chambre de l'instruction du tribunal de Paris a validé la mise en examen des directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 : Michel Roussin, qui s'est pourvu en cassation, Robert Pandraud et Daniel Naftalski."
frwiki_50.1000_00231,230,39,Michel,Michel,76,y,y,"En février 2007, la chambre de l'instruction du tribunal de Paris a validé la mise en examen des directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 : Michel Roussin, qui s'est pourvu en cassation, Robert Pandraud et Daniel Naftalski."
frwiki_50.1000_00231,230,49,Robert,Robert,12,y,y,"En février 2007, la chambre de l'instruction du tribunal de Paris a validé la mise en examen des directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 : Michel Roussin, qui s'est pourvu en cassation, Robert Pandraud et Daniel Naftalski."
frwiki_50.1000_00231,230,52,Daniel,Daniel,12,y,y,"En février 2007, la chambre de l'instruction du tribunal de Paris a validé la mise en examen des directeurs de cabinet de Jacques Chirac à la mairie de Paris de 1983 à 1993 : Michel Roussin, qui s'est pourvu en cassation, Robert Pandraud et Daniel Naftalski."
frwiki_50.1000_00234,233,1,Catégories,catégorie,1,y,y,Catégories : Financement illégal du RPR.
frwiki_50.1000_00237,236,5,électeurs,électeur,1,y,y,Affaire des faux électeurs du 3e arrondissement de Paris
